id,orig,pred,file,batch
194,0.0,0.0,7460.png,rotation_20250721_01
195,0.0,0.0,7460.png,rotation_20250721_01
197,0.0,0.0,7460.png,rotation_20250721_01
198,0.0,0.0,7460.png,rotation_20250721_01
199,0.0,270.0,7460.png,rotation_20250721_01
200,0.0,0.0,7460.png,rotation_20250721_01
201,0.0,0.0,7460.png,rotation_20250721_01
202,0.0,0.0,7460.png,rotation_20250721_01
203,0.0,0.0,7460.png,rotation_20250721_01
204,0.0,0.0,7460.png,rotation_20250721_01
205,0.0,180.0,7460.png,rotation_20250721_01
206,0.0,0.0,7460.png,rotation_20250721_01
207,0.0,0.0,7460.png,rotation_20250721_01
208,0.0,0.0,7460.png,rotation_20250721_01
209,0.0,0.0,7460.png,rotation_20250721_01
210,0.0,0.0,7460.png,rotation_20250721_01
211,0.0,0.0,7460.png,rotation_20250721_01
214,0.0,0.0,7460.png,rotation_20250721_01
215,0.0,0.0,7460.png,rotation_20250721_01
218,0.0,0.0,7460.png,rotation_20250721_01
219,0.0,0.0,7460.png,rotation_20250721_01
220,0.0,0.0,7460.png,rotation_20250721_01
221,0.0,0.0,7460.png,rotation_20250721_01
222,0.0,0.0,7460.png,rotation_20250721_01
223,0.0,0.0,7460.png,rotation_20250721_01
224,0.0,0.0,7460.png,rotation_20250721_01
225,0.0,0.0,7460.png,rotation_20250721_01
226,0.0,0.0,7460.png,rotation_20250721_01
227,0.0,0.0,7468.png,rotation_20250721_01
228,0.0,0.0,7468.png,rotation_20250721_01
229,0.0,0.0,7468.png,rotation_20250721_01
230,0.0,0.0,7468.png,rotation_20250721_01
231,0.0,0.0,7468.png,rotation_20250721_01
232,0.0,0.0,7468.png,rotation_20250721_01
233,0.0,0.0,7468.png,rotation_20250721_01
235,0.0,0.0,7468.png,rotation_20250721_01
236,0.0,0.0,7468.png,rotation_20250721_01
237,0.0,0.0,7468.png,rotation_20250721_01
238,0.0,0.0,7468.png,rotation_20250721_01
239,0.0,0.0,7481.png,rotation_20250721_01
240,0.0,270.0,7481.png,rotation_20250721_01
241,0.0,0.0,7481.png,rotation_20250721_01
242,0.0,270.0,7481.png,rotation_20250721_01
243,0.0,0.0,7481.png,rotation_20250721_01
244,0.0,0.0,7481.png,rotation_20250721_01
245,0.0,0.0,7481.png,rotation_20250721_01
246,0.0,0.0,7481.png,rotation_20250721_01
247,0.0,0.0,7481.png,rotation_20250721_01
248,0.0,0.0,7481.png,rotation_20250721_01
249,0.0,0.0,7481.png,rotation_20250721_01
250,0.0,0.0,7481.png,rotation_20250721_01
251,0.0,0.0,7481.png,rotation_20250721_01
252,0.0,0.0,7481.png,rotation_20250721_01
255,0.0,0.0,7481.png,rotation_20250721_01
256,0.0,270.0,7481.png,rotation_20250721_01
257,0.0,0.0,7481.png,rotation_20250721_01
259,0.0,0.0,7481.png,rotation_20250721_01
260,0.0,0.0,7481.png,rotation_20250721_01
268,0.0,0.0,7481.png,rotation_20250721_01
269,270.0,0.0,7481.png,rotation_20250721_01
270,0.0,0.0,7481.png,rotation_20250721_01
271,0.0,0.0,7481.png,rotation_20250721_01
275,0.0,0.0,7481.png,rotation_20250721_01
277,0.0,0.0,7481.png,rotation_20250721_01
278,270.0,0.0,7481.png,rotation_20250721_01
283,0.0,0.0,7481.png,rotation_20250721_01
284,0.0,0.0,7481.png,rotation_20250721_01
285,0.0,0.0,7481.png,rotation_20250721_01
286,0.0,0.0,7481.png,rotation_20250721_01
287,0.0,0.0,7481.png,rotation_20250721_01
288,0.0,0.0,7481.png,rotation_20250721_01
289,0.0,0.0,7481.png,rotation_20250721_01
291,0.0,0.0,7481.png,rotation_20250721_01
292,0.0,0.0,7481.png,rotation_20250721_01
293,0.0,0.0,7481.png,rotation_20250721_01
294,0.0,0.0,7481.png,rotation_20250721_01
295,0.0,0.0,7481.png,rotation_20250721_01
296,0.0,0.0,7481.png,rotation_20250721_01
297,0.0,0.0,7481.png,rotation_20250721_01
298,0.0,0.0,7481.png,rotation_20250721_01
300,0.0,0.0,7481.png,rotation_20250721_01
303,270.0,180.0,7481.png,rotation_20250721_01
306,0.0,0.0,7481.png,rotation_20250721_01
308,0.0,0.0,7481.png,rotation_20250721_01
310,270.0,270.0,7481.png,rotation_20250721_01
311,270.0,0.0,7481.png,rotation_20250721_01
312,0.0,0.0,7481.png,rotation_20250721_01
313,0.0,0.0,7481.png,rotation_20250721_01
314,0.0,180.0,7481.png,rotation_20250721_01
315,0.0,0.0,7481.png,rotation_20250721_01
316,0.0,0.0,7486.png,rotation_20250721_01
317,270.0,0.0,7486.png,rotation_20250721_01
319,270.0,0.0,7486.png,rotation_20250721_01
322,0.0,0.0,7486.png,rotation_20250721_01
323,0.0,0.0,7486.png,rotation_20250721_01
324,270.0,270.0,7486.png,rotation_20250721_01
327,0.0,0.0,7486.png,rotation_20250721_01
328,0.0,0.0,7486.png,rotation_20250721_01
330,0.0,0.0,7486.png,rotation_20250721_01
331,0.0,0.0,7486.png,rotation_20250721_01
333,0.0,0.0,7486.png,rotation_20250721_01
335,0.0,0.0,7486.png,rotation_20250721_01
336,0.0,0.0,7486.png,rotation_20250721_01
337,0.0,0.0,7486.png,rotation_20250721_01
338,0.0,0.0,7486.png,rotation_20250721_01
339,90.0,0.0,7486.png,rotation_20250721_01
340,270.0,270.0,7486.png,rotation_20250721_01
341,0.0,0.0,7486.png,rotation_20250721_01
342,270.0,270.0,7486.png,rotation_20250721_01
344,270.0,0.0,7486.png,rotation_20250721_01
345,0.0,0.0,7486.png,rotation_20250721_01
346,0.0,0.0,7486.png,rotation_20250721_01
347,0.0,0.0,7486.png,rotation_20250721_01
348,0.0,0.0,7486.png,rotation_20250721_01
349,0.0,0.0,7486.png,rotation_20250721_01
350,0.0,270.0,7486.png,rotation_20250721_01
351,0.0,0.0,7486.png,rotation_20250721_01
352,0.0,0.0,7486.png,rotation_20250721_01
353,0.0,0.0,7486.png,rotation_20250721_01
354,270.0,0.0,7486.png,rotation_20250721_01
355,0.0,0.0,7486.png,rotation_20250721_01
356,0.0,0.0,7486.png,rotation_20250721_01
357,0.0,0.0,7486.png,rotation_20250721_01
358,0.0,0.0,7487.png,rotation_20250721_01
359,0.0,0.0,7487.png,rotation_20250721_01
365,0.0,0.0,7487.png,rotation_20250721_01
368,0.0,0.0,7487.png,rotation_20250721_01
369,0.0,0.0,7487.png,rotation_20250721_01
370,270.0,0.0,7487.png,rotation_20250721_01
373,0.0,0.0,7487.png,rotation_20250721_01
376,0.0,0.0,7487.png,rotation_20250721_01
377,0.0,0.0,7487.png,rotation_20250721_01
378,0.0,0.0,7487.png,rotation_20250721_01
379,0.0,0.0,7487.png,rotation_20250721_01
380,0.0,0.0,7487.png,rotation_20250721_01
381,0.0,0.0,7487.png,rotation_20250721_01
382,0.0,0.0,7487.png,rotation_20250721_01
383,270.0,270.0,7487.png,rotation_20250721_01
384,0.0,0.0,7487.png,rotation_20250721_01
385,0.0,0.0,7487.png,rotation_20250721_01
386,0.0,0.0,7487.png,rotation_20250721_01
387,0.0,0.0,7487.png,rotation_20250721_01
388,0.0,0.0,7487.png,rotation_20250721_01
391,0.0,0.0,7488.png,rotation_20250721_01
392,0.0,0.0,7488.png,rotation_20250721_01
393,270.0,0.0,7488.png,rotation_20250721_01
394,0.0,0.0,7489.png,rotation_20250721_01
395,0.0,0.0,7489.png,rotation_20250721_01
396,0.0,0.0,7489.png,rotation_20250721_01
397,0.0,0.0,7489.png,rotation_20250721_01
398,0.0,0.0,7489.png,rotation_20250721_01
399,0.0,0.0,7489.png,rotation_20250721_01
400,0.0,0.0,7489.png,rotation_20250721_01
403,0.0,0.0,7489.png,rotation_20250721_01
404,0.0,0.0,7491.png,rotation_20250721_01
405,0.0,0.0,7491.png,rotation_20250721_01
406,0.0,0.0,7491.png,rotation_20250721_01
407,0.0,270.0,7491.png,rotation_20250721_01
408,0.0,0.0,7491.png,rotation_20250721_01
409,0.0,0.0,7491.png,rotation_20250721_01
410,0.0,270.0,7491.png,rotation_20250721_01
411,0.0,270.0,7491.png,rotation_20250721_01
412,0.0,270.0,7491.png,rotation_20250721_01
413,0.0,0.0,7491.png,rotation_20250721_01
414,0.0,0.0,7491.png,rotation_20250721_01
415,0.0,0.0,7491.png,rotation_20250721_01
416,0.0,0.0,7491.png,rotation_20250721_01
417,0.0,0.0,7491.png,rotation_20250721_01
418,0.0,0.0,7491.png,rotation_20250721_01
419,0.0,0.0,7491.png,rotation_20250721_01
420,0.0,0.0,7491.png,rotation_20250721_01
421,0.0,270.0,7491.png,rotation_20250721_01
422,0.0,0.0,7491.png,rotation_20250721_01
423,0.0,270.0,7491.png,rotation_20250721_01
424,0.0,0.0,7491.png,rotation_20250721_01
425,0.0,270.0,7491.png,rotation_20250721_01
426,0.0,0.0,7491.png,rotation_20250721_01
427,0.0,0.0,7491.png,rotation_20250721_01
428,0.0,270.0,7491.png,rotation_20250721_01
429,0.0,0.0,7491.png,rotation_20250721_01
430,0.0,0.0,7491.png,rotation_20250721_01
431,270.0,0.0,7491.png,rotation_20250721_01
432,0.0,0.0,7491.png,rotation_20250721_01
434,0.0,0.0,7491.png,rotation_20250721_01
435,0.0,0.0,7491.png,rotation_20250721_01
437,0.0,0.0,7491.png,rotation_20250721_01
440,270.0,270.0,7491.png,rotation_20250721_01
442,270.0,180.0,7491.png,rotation_20250721_01
446,0.0,0.0,7491.png,rotation_20250721_01
447,270.0,270.0,7491.png,rotation_20250721_01
448,270.0,270.0,7491.png,rotation_20250721_01
450,270.0,180.0,7491.png,rotation_20250721_01
453,0.0,0.0,7491.png,rotation_20250721_01
456,0.0,0.0,7491.png,rotation_20250721_01
460,0.0,0.0,7491.png,rotation_20250721_01
461,0.0,0.0,7491.png,rotation_20250721_01
462,0.0,0.0,7491.png,rotation_20250721_01
464,0.0,0.0,7491.png,rotation_20250721_01
465,0.0,0.0,7491.png,rotation_20250721_01
468,0.0,0.0,7492.png,rotation_20250721_01
469,270.0,0.0,7492.png,rotation_20250721_01
470,0.0,0.0,7492.png,rotation_20250721_01
471,270.0,0.0,7492.png,rotation_20250721_01
473,270.0,0.0,7492.png,rotation_20250721_01
474,0.0,0.0,7492.png,rotation_20250721_01
476,270.0,0.0,7492.png,rotation_20250721_01
477,0.0,0.0,7492.png,rotation_20250721_01
478,0.0,0.0,7492.png,rotation_20250721_01
479,0.0,0.0,7492.png,rotation_20250721_01
480,0.0,0.0,7492.png,rotation_20250721_01
481,0.0,0.0,7492.png,rotation_20250721_01
482,0.0,0.0,7492.png,rotation_20250721_01
483,0.0,0.0,7492.png,rotation_20250721_01
484,0.0,180.0,7492.png,rotation_20250721_01
485,0.0,0.0,7492.png,rotation_20250721_01
486,0.0,0.0,7492.png,rotation_20250721_01
487,0.0,0.0,7492.png,rotation_20250721_01
488,0.0,0.0,7492.png,rotation_20250721_01
491,0.0,0.0,7492.png,rotation_20250721_01
492,270.0,0.0,7492.png,rotation_20250721_01
493,0.0,0.0,7492.png,rotation_20250721_01
494,0.0,0.0,7492.png,rotation_20250721_01
495,0.0,270.0,7492.png,rotation_20250721_01
496,0.0,0.0,7492.png,rotation_20250721_01
498,0.0,0.0,7492.png,rotation_20250721_01
499,0.0,0.0,7492.png,rotation_20250721_01
500,0.0,270.0,7492.png,rotation_20250721_01
501,0.0,0.0,7492.png,rotation_20250721_01
502,0.0,0.0,7492.png,rotation_20250721_01
503,0.0,0.0,7494.png,rotation_20250721_01
504,0.0,0.0,7494.png,rotation_20250721_01
505,0.0,0.0,7494.png,rotation_20250721_01
506,270.0,270.0,7494.png,rotation_20250721_01
507,0.0,270.0,7494.png,rotation_20250721_01
508,0.0,270.0,7494.png,rotation_20250721_01
509,0.0,0.0,7494.png,rotation_20250721_01
510,0.0,0.0,7494.png,rotation_20250721_01
511,0.0,270.0,7494.png,rotation_20250721_01
512,0.0,0.0,7494.png,rotation_20250721_01
513,0.0,0.0,7494.png,rotation_20250721_01
514,0.0,0.0,7494.png,rotation_20250721_01
515,0.0,0.0,7494.png,rotation_20250721_01
517,0.0,0.0,7494.png,rotation_20250721_01
518,0.0,0.0,7494.png,rotation_20250721_01
519,270.0,270.0,7494.png,rotation_20250721_01
520,0.0,0.0,7494.png,rotation_20250721_01
521,0.0,0.0,7494.png,rotation_20250721_01
522,0.0,0.0,7494.png,rotation_20250721_01
523,270.0,0.0,7494.png,rotation_20250721_01
524,0.0,0.0,7494.png,rotation_20250721_01
526,0.0,270.0,7494.png,rotation_20250721_01
527,0.0,0.0,7494.png,rotation_20250721_01
529,270.0,270.0,7494.png,rotation_20250721_01
530,270.0,270.0,7494.png,rotation_20250721_01
531,270.0,270.0,7494.png,rotation_20250721_01
532,270.0,270.0,7494.png,rotation_20250721_01
533,270.0,0.0,7494.png,rotation_20250721_01
534,0.0,0.0,7494.png,rotation_20250721_01
535,0.0,0.0,7494.png,rotation_20250721_01
536,0.0,0.0,7494.png,rotation_20250721_01
537,0.0,0.0,7494.png,rotation_20250721_01
539,0.0,0.0,7494.png,rotation_20250721_01
540,0.0,0.0,7494.png,rotation_20250721_01
541,270.0,270.0,7494.png,rotation_20250721_01
542,270.0,270.0,7494.png,rotation_20250721_01
545,270.0,270.0,7494.png,rotation_20250721_01
547,0.0,0.0,7494.png,rotation_20250721_01
548,0.0,0.0,7494.png,rotation_20250721_01
549,0.0,0.0,7494.png,rotation_20250721_01
550,270.0,270.0,7494.png,rotation_20250721_01
551,0.0,0.0,7494.png,rotation_20250721_01
552,0.0,0.0,7494.png,rotation_20250721_01
554,0.0,0.0,7494.png,rotation_20250721_01
555,0.0,0.0,7494.png,rotation_20250721_01
556,0.0,0.0,7494.png,rotation_20250721_01
557,270.0,270.0,7494.png,rotation_20250721_01
558,270.0,270.0,7494.png,rotation_20250721_01
559,0.0,0.0,7497.png,rotation_20250721_01
560,0.0,0.0,7497.png,rotation_20250721_01
561,0.0,0.0,7497.png,rotation_20250721_01
564,270.0,0.0,7497.png,rotation_20250721_01
565,270.0,0.0,7497.png,rotation_20250721_01
566,270.0,270.0,7497.png,rotation_20250721_01
567,270.0,0.0,7497.png,rotation_20250721_01
568,0.0,0.0,7497.png,rotation_20250721_01
569,0.0,0.0,7497.png,rotation_20250721_01
570,270.0,270.0,7497.png,rotation_20250721_01
571,0.0,0.0,7497.png,rotation_20250721_01
572,0.0,0.0,7497.png,rotation_20250721_01
573,0.0,0.0,7497.png,rotation_20250721_01
574,0.0,0.0,7497.png,rotation_20250721_01
575,0.0,180.0,7497.png,rotation_20250721_01
576,0.0,270.0,7497.png,rotation_20250721_01
577,0.0,0.0,7497.png,rotation_20250721_01
578,0.0,0.0,7497.png,rotation_20250721_01
579,0.0,0.0,7497.png,rotation_20250721_01
580,0.0,0.0,7497.png,rotation_20250721_01
581,0.0,0.0,7497.png,rotation_20250721_01
582,0.0,0.0,7497.png,rotation_20250721_01
583,0.0,0.0,7497.png,rotation_20250721_01
584,270.0,270.0,7497.png,rotation_20250721_01
585,270.0,0.0,7497.png,rotation_20250721_01
586,0.0,0.0,7497.png,rotation_20250721_01
588,0.0,0.0,7497.png,rotation_20250721_01
589,0.0,0.0,7497.png,rotation_20250721_01
590,0.0,0.0,7497.png,rotation_20250721_01
592,0.0,0.0,7497.png,rotation_20250721_01
593,0.0,0.0,7497.png,rotation_20250721_01
594,270.0,0.0,7497.png,rotation_20250721_01
595,270.0,0.0,7497.png,rotation_20250721_01
596,0.0,0.0,7497.png,rotation_20250721_01
597,0.0,0.0,7497.png,rotation_20250721_01
601,270.0,0.0,7497.png,rotation_20250721_01
602,270.0,180.0,7497.png,rotation_20250721_01
603,0.0,0.0,7497.png,rotation_20250721_01
604,0.0,0.0,7497.png,rotation_20250721_01
606,270.0,270.0,7497.png,rotation_20250721_01
607,0.0,0.0,7497.png,rotation_20250721_01
608,0.0,0.0,7497.png,rotation_20250721_01
609,0.0,0.0,7497.png,rotation_20250721_01
610,0.0,0.0,7497.png,rotation_20250721_01
611,0.0,0.0,7497.png,rotation_20250721_01
612,0.0,270.0,7497.png,rotation_20250721_01
613,0.0,0.0,7497.png,rotation_20250721_01
614,0.0,0.0,7497.png,rotation_20250721_01
615,0.0,0.0,7497.png,rotation_20250721_01
616,0.0,0.0,7497.png,rotation_20250721_01
617,0.0,0.0,7497.png,rotation_20250721_01
618,0.0,0.0,7497.png,rotation_20250721_01
619,0.0,0.0,7497.png,rotation_20250721_01
620,0.0,0.0,7497.png,rotation_20250721_01
621,0.0,0.0,7497.png,rotation_20250721_01
622,0.0,0.0,7497.png,rotation_20250721_01
623,0.0,0.0,7497.png,rotation_20250721_01
624,0.0,0.0,7497.png,rotation_20250721_01
625,0.0,0.0,7497.png,rotation_20250721_01
626,0.0,0.0,7497.png,rotation_20250721_01
627,0.0,0.0,7497.png,rotation_20250721_01
628,0.0,0.0,7497.png,rotation_20250721_01
629,0.0,0.0,7497.png,rotation_20250721_01
630,0.0,0.0,7497.png,rotation_20250721_01
631,0.0,0.0,7497.png,rotation_20250721_01
632,0.0,0.0,7497.png,rotation_20250721_01
633,0.0,0.0,7497.png,rotation_20250721_01
634,0.0,0.0,7497.png,rotation_20250721_01
635,0.0,0.0,7497.png,rotation_20250721_01
636,0.0,0.0,7497.png,rotation_20250721_01
637,0.0,0.0,7497.png,rotation_20250721_01
638,0.0,0.0,7497.png,rotation_20250721_01
639,0.0,0.0,7497.png,rotation_20250721_01
640,0.0,0.0,7497.png,rotation_20250721_01
641,0.0,0.0,7497.png,rotation_20250721_01
642,0.0,0.0,7497.png,rotation_20250721_01
643,0.0,0.0,7497.png,rotation_20250721_01
644,0.0,0.0,7497.png,rotation_20250721_01
645,0.0,270.0,7497.png,rotation_20250721_01
646,0.0,0.0,7497.png,rotation_20250721_01
647,0.0,0.0,7497.png,rotation_20250721_01
648,0.0,0.0,7497.png,rotation_20250721_01
649,0.0,0.0,7499.png,rotation_20250721_01
651,0.0,0.0,7499.png,rotation_20250721_01
652,0.0,0.0,7499.png,rotation_20250721_01
653,0.0,0.0,7499.png,rotation_20250721_01
654,0.0,0.0,7499.png,rotation_20250721_01
655,0.0,270.0,7499.png,rotation_20250721_01
656,0.0,0.0,7499.png,rotation_20250721_01
657,0.0,0.0,7499.png,rotation_20250721_01
658,0.0,0.0,7499.png,rotation_20250721_01
659,0.0,0.0,7499.png,rotation_20250721_01
660,0.0,0.0,7499.png,rotation_20250721_01
662,0.0,0.0,7499.png,rotation_20250721_01
663,270.0,0.0,7499.png,rotation_20250721_01
665,0.0,0.0,7499.png,rotation_20250721_01
666,0.0,0.0,7499.png,rotation_20250721_01
667,0.0,0.0,7499.png,rotation_20250721_01
669,270.0,0.0,7499.png,rotation_20250721_01
670,0.0,0.0,7499.png,rotation_20250721_01
672,0.0,0.0,7499.png,rotation_20250721_01
673,0.0,0.0,7499.png,rotation_20250721_01
674,0.0,0.0,7499.png,rotation_20250721_01
676,0.0,0.0,7499.png,rotation_20250721_01
677,0.0,0.0,7499.png,rotation_20250721_01
678,0.0,0.0,7499.png,rotation_20250721_01
679,0.0,0.0,7499.png,rotation_20250721_01
680,0.0,0.0,7499.png,rotation_20250721_01
681,0.0,0.0,7503.png,rotation_20250721_01
682,0.0,0.0,7503.png,rotation_20250721_01
684,270.0,0.0,7503.png,rotation_20250721_01
685,0.0,0.0,7503.png,rotation_20250721_01
686,0.0,0.0,7503.png,rotation_20250721_01
687,270.0,0.0,7503.png,rotation_20250721_01
688,0.0,0.0,7503.png,rotation_20250721_01
689,0.0,0.0,7503.png,rotation_20250721_01
691,0.0,0.0,7503.png,rotation_20250721_01
692,0.0,0.0,7503.png,rotation_20250721_01
693,0.0,0.0,7503.png,rotation_20250721_01
694,0.0,0.0,7503.png,rotation_20250721_01
695,0.0,0.0,7503.png,rotation_20250721_01
696,0.0,0.0,7503.png,rotation_20250721_01
697,0.0,0.0,7503.png,rotation_20250721_01
698,0.0,0.0,7503.png,rotation_20250721_01
699,0.0,0.0,7503.png,rotation_20250721_01
700,0.0,270.0,7503.png,rotation_20250721_01
